episode,step,total_reward,r_progress,r_heading,r_lane,r_wall_soft,r_wall_danger,r_speed_wall,r_time_penalty,r_checkpoint,min_lidar_m,wp_index,x,y,speed_mps,steer_rad
1,3800,-12455.763,0.039,0.116,-29.487,-3.603,-4.41,-20.0,-0.05,0.0,0.479,1,2.507,0.77,3.0,-0.332
1,3900,-14602.241,0.024,0.116,-20.463,-3.75,-4.999,-10.179,-0.05,0.0,0.45,1,2.545,0.801,1.772,0.096
1,4000,-16501.555,0.078,0.117,-10.658,-3.819,-5.276,0.0,-0.05,0.0,0.436,1,2.562,0.814,-1.0,0.096
1,4100,-18664.396,0.0,0.115,-10.959,-3.875,-5.499,0.0,-0.05,0.0,0.425,1,2.572,0.825,-1.0,0.081
1,4200,-20867.402,0.023,0.11,-31.81,-4.031,-6.126,-20.0,-0.05,0.0,0.394,1,2.607,0.857,3.0,0.4
2,100,24.94,0.183,0.147,0.074,0.0,0.0,0.0,-0.05,0.0,1.239,0,0.154,-0.012,3.0,-0.251
2,200,41.373,0.258,0.153,0.028,0.0,0.0,0.0,-0.05,0.0,1.213,0,0.277,-0.037,3.0,0.75
2,300,51.819,0.039,0.153,0.031,0.0,0.0,0.0,-0.05,0.0,1.213,0,0.354,-0.036,2.461,0.3
2,400,60.248,0.179,0.143,0.026,0.0,0.0,0.0,-0.05,0.0,1.216,0,0.411,-0.033,3.0,0.65
2,500,72.183,0.219,0.131,0.077,0.0,0.0,0.0,-0.05,0.0,1.248,0,0.483,-0.002,-0.792,0.4
2,600,80.813,0.0,0.126,0.026,0.0,0.0,0.0,-0.05,0.0,1.228,0,0.522,0.025,0.418,-0.1
2,700,82.035,0.08,0.127,-0.077,-0.038,0.0,0.0,-0.05,0.0,1.192,0,0.566,0.058,3.0,-0.5
2,800,65.179,0.12,0.134,-0.393,-0.267,0.0,0.0,-0.05,0.0,1.147,0,0.652,0.105,3.0,0.462
2,900,22.06,0.008,0.135,-0.672,-0.468,0.0,0.0,-0.05,0.0,1.106,0,0.74,0.144,3.0,-0.136
2,1000,-46.684,-0.029,0.145,-0.851,-0.604,0.0,0.0,-0.05,0.0,1.079,0,0.824,0.171,3.0,-0.348
2,1100,-125.608,0.0,0.142,-0.937,-0.663,0.0,0.0,-0.05,0.0,1.067,0,0.938,0.183,3.0,0.152
2,1200,-220.979,0.033,0.132,-1.153,-0.809,0.0,0.0,-0.05,0.0,1.038,0,1.044,0.213,3.0,0.152
2,1300,-344.124,0.109,0.126,-1.442,-1.011,0.0,0.0,-0.05,0.0,0.998,0,1.133,0.253,3.0,0.434
2,1400,-502.08,0.0,0.118,-1.722,-1.207,0.0,0.0,-0.05,0.0,0.959,0,1.19,0.291,3.0,-0.083
2,1500,-675.353,0.004,0.12,-1.823,-1.28,0.0,0.0,-0.05,0.0,0.944,0,1.211,0.307,3.0,-0.468
2,1600,-867.261,0.12,0.133,-2.174,-1.539,0.0,0.0,-0.05,0.0,0.892,0,1.309,0.359,3.0,-0.468
2,1700,-1080.828,0.013,0.147,-2.297,-1.639,0.0,0.0,-0.05,0.0,0.872,0,1.433,0.378,3.0,-0.736
2,1800,-1292.536,0.467,0.153,-2.162,-1.546,0.0,0.0,-0.05,0.0,0.891,0,1.56,0.359,3.0,0.352
2,1900,-1494.22,0.0,0.154,-2.034,-1.456,0.0,0.0,-0.05,0.0,0.909,0,1.666,0.341,3.0,0.077
2,2000,-1680.671,0.127,0.143,-1.945,-1.384,0.0,0.0,-0.05,0.0,0.923,0,1.774,0.327,3.0,0.597
2,2100,-1871.714,0.0,0.131,-1.969,-1.393,0.0,0.0,-0.05,0.0,0.921,0,1.823,0.329,3.0,0.6
2,2200,-1967.679,0.11,0.13,-2.06,-1.456,0.0,0.0,-0.05,0.0,0.909,1,1.878,0.342,-1.0,0.5
2,2300,-2185.316,0.0,0.122,-2.331,-1.645,0.0,0.0,-0.05,0.0,0.871,1,1.93,0.379,-1.0,-0.0
2,2400,-2426.814,-0.003,0.123,-2.506,-1.771,0.0,0.0,-0.05,0.0,0.846,1,1.965,0.404,-0.378,-0.377
2,2500,-2682.858,-0.024,0.125,-2.785,-1.971,0.0,0.0,-0.05,0.0,0.806,1,2.03,0.444,3.0,0.123
2,2600,-2963.976,0.02,0.123,-2.906,-2.056,0.0,0.0,-0.05,0.0,0.789,1,2.05,0.462,-1.0,-0.006
2,2700,-3263.113,-0.003,0.127,-3.12,-2.211,0.0,0.0,-0.05,0.0,0.758,1,2.096,0.493,3.0,-0.106
2,2800,-3578.318,0.026,0.135,-3.328,-2.365,0.0,0.0,-0.05,0.0,0.727,1,2.152,0.524,1.563,-0.454
2,2900,-3906.814,0.24,0.148,-3.477,-2.482,0.0,0.0,-0.05,0.0,0.704,1,2.281,0.547,3.0,-0.174
2,3000,-4241.599,0.147,0.149,-3.592,-2.517,-0.067,0.0,-0.05,0.0,0.697,1,2.451,0.553,3.0,0.132
2,3100,-4610.924,0.113,0.141,-4.217,-2.631,-0.524,0.0,-0.05,0.0,0.674,1,2.634,0.577,3.0,0.157
2,3200,-5054.656,0.0,0.13,-4.731,-2.724,-0.897,0.0,-0.05,0.0,0.655,1,2.7,0.595,-0.342,0.55
2,3300,-5576.471,0.0,0.128,-5.735,-2.909,-1.637,0.0,-0.05,0.0,0.618,1,2.779,0.633,3.0,-0.276
2,3400,-6195.451,0.011,0.131,-6.758,-3.1,-2.399,0.0,-0.05,0.0,0.58,1,2.866,0.67,3.0,0.024
2,3500,-6914.512,0.039,0.125,-7.708,-3.275,-3.099,0.0,-0.05,0.0,0.545,1,2.95,0.705,-0.493,0.072
2,3600,-7711.764,0.152,0.127,-8.429,-3.407,-3.629,0.0,-0.05,0.0,0.519,1,3.016,0.735,-1.0,0.372
2,3700,-8800.419,-0.022,0.119,-29.02,-3.517,-4.066,-20.0,-0.05,0.0,0.497,1,3.049,0.753,3.0,0.55
2,3800,-10718.042,0.038,0.113,-29.63,-3.628,-4.514,-20.0,-0.05,0.0,0.474,1,3.078,0.775,3.0,0.269
2,3900,-12295.914,0.0,0.1,-5.29,-2.822,-1.289,0.0,-0.05,0.0,0.636,1,3.638,0.614,-1.0,-0.431
2,4000,-12809.63,-0.008,0.098,-5.079,-2.783,-1.131,0.0,-0.05,0.0,0.643,1,3.638,0.607,-1.0,-0.497
2,4100,-13262.175,0.0,0.098,-3.874,-2.56,-0.238,0.0,-0.05,0.0,0.688,1,3.646,0.562,-1.0,0.058
2,4200,-13610.917,0.037,0.099,-3.364,-2.367,0.0,0.0,-0.05,0.0,0.727,1,3.655,0.523,3.0,0.117
2,4300,-13932.513,0.0,0.098,-3.131,-2.199,0.0,0.0,-0.05,0.0,0.76,1,3.665,0.49,-1.0,-0.239
2,4400,-14212.343,-0.018,0.096,-2.644,-1.849,0.0,0.0,-0.05,0.0,0.83,1,3.681,0.42,3.0,0.55
2,4500,-14464.725,0.078,0.097,-2.357,-1.658,0.0,0.0,-0.05,0.0,0.868,1,3.692,0.373,2.94,-0.128
2,4600,-14671.788,-0.004,0.091,-1.975,-1.367,0.0,0.0,-0.05,0.0,0.927,1,3.704,0.324,3.0,-0.7
2,4700,-14867.427,0.027,0.088,-1.881,-1.303,0.0,0.0,-0.05,0.0,0.939,1,3.705,0.308,-1.0,-0.45
2,4800,-15051.412,-0.003,0.086,-1.805,-1.243,0.0,0.0,-0.05,0.0,0.951,1,3.707,0.299,3.0,-0.494
2,4900,-15225.17,0.03,0.081,-1.644,-1.13,0.0,0.0,-0.05,0.0,0.974,1,3.711,0.273,-1.0,-0.44
2,5000,-15374.404,0.002,0.078,-1.449,-0.983,0.0,0.0,-0.05,0.0,1.003,1,3.711,0.247,2.475,-0.54
2,5100,-15510.718,-0.007,0.073,-1.161,-0.781,0.0,0.0,-0.05,0.0,1.044,1,3.707,0.202,1.388,-0.315
2,5200,-15617.424,-0.004,0.072,-1.05,-0.693,0.0,0.0,-0.05,0.0,1.061,1,3.708,0.189,-1.0,-0.222
2,5300,-15720.551,0.0,0.071,-1.02,-0.672,0.0,0.0,-0.05,0.0,1.066,1,3.712,0.185,-1.0,-0.65
2,5400,-15816.5,0.004,0.068,-0.912,-0.594,0.0,0.0,-0.05,0.0,1.081,1,3.712,0.168,-1.0,-0.65
2,5500,-15905.231,0.009,0.068,-0.873,-0.564,0.0,0.0,-0.05,0.0,1.087,1,3.716,0.163,-0.475,-0.506
2,5600,-15985.231,0.022,0.066,-0.78,-0.494,0.0,0.0,-0.05,0.0,1.101,1,3.715,0.151,-1.0,-0.4
2,5700,-16062.889,0.001,0.065,-0.767,-0.487,0.0,0.0,-0.05,0.0,1.103,1,3.72,0.147,-1.0,-0.45
2,5800,-16138.614,0.0,0.065,-0.772,-0.49,0.0,0.0,-0.05,0.0,1.102,1,3.724,0.148,3.0,-0.426
2,5900,-16213.967,0.008,0.063,-0.71,-0.445,0.0,0.0,-0.05,0.0,1.111,1,3.725,0.139,-1.0,-0.75
2,6000,-16258.559,-0.026,0.012,-0.087,0.0,0.0,0.0,-0.05,0.0,1.226,1,3.537,-0.024,3.0,-0.75
2,6100,-16279.321,0.021,0.003,-0.119,0.0,0.0,0.0,-0.05,0.0,1.214,1,3.434,-0.036,-1.0,-0.3
2,6200,-16297.03,-0.003,0.005,-0.12,0.0,0.0,0.0,-0.05,0.0,1.213,1,3.379,-0.037,3.0,-0.75
2,6300,-16312.098,0.019,0.009,-0.11,0.0,0.0,0.0,-0.05,0.0,1.215,1,3.347,-0.035,3.0,-0.65
2,6400,-16324.029,0.0,0.009,-0.112,0.0,0.0,0.0,-0.05,0.0,1.214,1,3.34,-0.036,2.953,0.2
2,6500,-16342.616,-0.106,0.004,-0.093,0.0,0.0,0.0,-0.05,0.0,1.226,1,3.253,-0.024,0.511,0.215
2,6600,-16356.44,0.0,0.007,-0.082,0.0,0.0,0.0,-0.05,0.0,1.23,1,3.202,-0.02,-1.0,-0.585
2,6700,-16366.499,-0.004,0.01,-0.081,0.0,0.0,0.0,-0.05,0.0,1.229,1,3.181,-0.021,3.0,-0.485
2,6800,-16378.315,-0.051,0.014,-0.054,0.0,0.0,0.0,-0.05,0.0,1.241,1,3.13,-0.009,-1.0,-0.158
2,6900,-16386.038,0.003,0.012,-0.038,0.0,0.0,0.0,-0.05,0.0,1.249,1,3.099,-0.0,-1.0,0.398
2,7000,-16396.361,-0.02,0.008,-0.063,0.0,0.0,0.0,-0.05,0.0,1.239,1,3.048,0.011,3.0,-0.102
2,7100,-16407.042,-0.218,0.01,-0.075,0.0,0.0,0.0,-0.05,0.0,1.233,1,3.008,0.017,-1.0,-0.092
2,7200,-16417.902,0.01,0.012,-0.084,0.0,0.0,0.0,-0.05,0.0,1.227,1,2.977,0.023,3.0,-0.589
2,7300,-16429.587,0.001,0.014,-0.098,0.0,0.0,0.0,-0.05,0.0,1.219,1,2.948,0.031,3.0,0.111
2,7400,-16442.893,0.001,0.012,-0.115,0.0,0.0,0.0,-0.05,0.0,1.212,1,2.92,0.038,-1.0,0.118
2,7500,-16459.233,-0.005,0.01,-0.137,0.0,0.0,0.0,-0.05,0.0,1.201,1,2.88,0.049,1.362,0.2
2,7600,-16477.981,-0.053,0.013,-0.169,-0.023,0.0,0.0,-0.05,0.0,1.195,1,2.848,0.055,-1.0,-0.55
2,7700,-16497.87,-0.074,0.014,-0.19,-0.038,0.0,0.0,-0.05,0.0,1.192,1,2.831,0.058,-0.694,0.032
2,7800,-16524.393,0.01,0.014,-0.271,-0.096,0.0,0.0,-0.05,0.0,1.181,1,2.795,0.069,3.0,-0.216
2,7900,-16551.347,0.109,0.015,-0.269,-0.095,0.0,0.0,-0.05,0.0,1.181,1,2.785,0.069,3.0,0.027
2,8000,-16565.312,-0.049,0.003,-0.139,0.0,0.0,0.0,-0.05,0.0,1.204,1,2.903,0.046,-1.0,-0.373
3,100,28.206,0.025,0.149,0.073,0.0,0.0,0.0,-0.05,0.0,1.237,0,0.19,0.013,3.0,0.362
3,200,41.978,0.179,0.135,-0.008,0.0,0.0,0.0,-0.05,0.0,1.204,0,0.298,0.047,3.0,0.362
3,300,34.434,0.057,0.126,-0.236,-0.15,0.0,0.0,-0.05,0.0,1.17,0,0.355,0.081,-0.234,0.355
3,400,5.452,0.0,0.124,-0.357,-0.236,0.0,0.0,-0.05,0.0,1.153,0,0.376,0.097,2.059,-0.177
3,500,-37.746,0.015,0.126,-0.569,-0.389,0.0,0.0,-0.05,0.0,1.122,0,0.418,0.128,-1.0,-0.273
3,600,-101.263,0.0,0.137,-0.862,-0.606,0.0,0.0,-0.05,0.0,1.079,0,0.504,0.171,-1.0,-0.7
3,700,-182.346,0.0,0.144,-1.063,-0.753,0.0,0.0,-0.05,0.0,1.049,0,0.655,0.202,3.0,-0.15
3,800,-277.497,0.263,0.153,-1.12,-0.802,0.0,0.0,-0.05,0.0,1.04,0,0.822,0.21,3.0,0.073
3,900,-380.442,0.123,0.138,-1.203,-0.849,0.0,0.0,-0.05,0.0,1.03,0,0.941,0.221,3.0,0.658
3,1000,-504.347,0.048,0.126,-1.443,-1.013,0.0,0.0,-0.05,0.0,0.997,0,1.017,0.253,-1.0,0.458
3,1100,-657.219,0.004,0.119,-1.645,-1.152,0.0,0.0,-0.05,0.0,0.97,0,1.057,0.281,3.0,0.158
3,1200,-825.61,0.002,0.117,-1.754,-1.229,0.0,0.0,-0.05,0.0,0.954,0,1.076,0.297,-1.0,-0.189
3,1300,-1004.132,0.097,0.118,-1.866,-1.308,0.0,0.0,-0.05,0.0,0.938,0,1.096,0.313,2.263,-0.191
3,1400,-1199.65,-0.002,0.118,-2.11,-1.484,0.0,0.0,-0.05,0.0,0.903,0,1.14,0.347,1.786,-0.391
3,1500,-1415.048,0.104,0.122,-2.254,-1.589,0.0,0.0,-0.05,0.0,0.882,0,1.178,0.369,-1.0,-0.408
3,1600,-1649.672,0.108,0.128,-2.545,-1.802,0.0,0.0,-0.05,0.0,0.84,0,1.269,0.411,3.0,-0.375
3,1700,-1904.325,0.222,0.141,-2.671,-1.902,0.0,0.0,-0.05,0.0,0.82,0,1.359,0.43,-1.0,-0.15
3,1800,-2155.319,0.0,0.148,-2.626,-1.874,0.0,0.0,-0.05,0.0,0.825,0,1.516,0.425,3.0,0.25
3,1900,-2406.392,0.038,0.134,-2.648,-1.881,0.0,0.0,-0.05,0.0,0.824,0,1.629,0.426,2.939,0.25
3,2000,-2668.273,0.193,0.127,-2.843,-2.013,0.0,0.0,-0.05,0.0,0.797,0,1.776,0.454,3.0,0.15
4,100,27.897,0.016,0.155,0.102,0.0,0.0,0.0,-0.05,0.0,1.249,0,0.174,-0.002,3.0,-0.176
4,200,52.472,0.09,0.153,0.085,0.0,0.0,0.0,-0.05,0.0,1.241,0,0.328,-0.009,3.0,0.75
4,300,65.053,0.014,0.143,0.083,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.375,-0.005,3.0,0.737
4,400,77.897,0.059,0.131,0.042,0.0,0.0,0.0,-0.05,0.0,1.232,0,0.431,0.019,-1.0,0.55
4,500,83.061,0.0,0.123,-0.012,0.0,0.0,0.0,-0.05,0.0,1.207,0,0.47,0.043,-1.0,0.1
4,600,79.773,0.031,0.129,-0.165,-0.102,0.0,0.0,-0.05,0.0,1.18,0,0.504,0.071,-1.0,-0.75
4,700,60.146,0.107,0.137,-0.344,-0.234,0.0,0.0,-0.05,0.0,1.153,0,0.559,0.099,3.0,-0.35
4,800,21.876,0.0,0.135,-0.554,-0.385,0.0,0.0,-0.05,0.0,1.123,0,0.632,0.127,3.0,-0.05
4,900,-37.213,0.046,0.136,-0.769,-0.538,0.0,0.0,-0.05,0.0,1.092,0,0.711,0.158,3.0,0.289
4,1000,-117.669,0.101,0.128,-0.982,-0.684,0.0,0.0,-0.05,0.0,1.063,0,0.782,0.188,3.0,0.589
4,1100,-227.542,-0.003,0.117,-1.258,-0.874,0.0,0.0,-0.05,0.0,1.025,0,0.83,0.226,3.0,0.552
4,1200,-366.261,0.003,0.11,-1.528,-1.062,0.0,0.0,-0.05,0.0,0.988,0,0.867,0.263,-1.0,-0.218
4,1300,-524.809,0.0,0.113,-1.729,-1.209,0.0,0.0,-0.05,0.0,0.958,0,0.896,0.292,3.0,-0.418
4,1400,-707.141,0.051,0.122,-1.955,-1.372,0.0,0.0,-0.05,0.0,0.926,0,0.94,0.328,-1.0,-0.55
4,1500,-909.533,0.039,0.126,-2.191,-1.548,0.0,0.0,-0.05,0.0,0.89,0,0.998,0.36,3.0,-0.25
4,1600,-1132.877,-0.002,0.136,-2.411,-1.712,0.0,0.0,-0.05,0.0,0.858,0,1.093,0.393,-1.0,-0.75
4,1700,-1370.593,0.026,0.148,-2.473,-1.765,0.0,0.0,-0.05,0.0,0.847,0,1.179,0.403,3.0,-0.55
4,1800,-1596.7,0.129,0.149,-2.324,-1.66,0.0,0.0,-0.05,0.0,0.868,0,1.317,0.382,3.0,0.494
4,1900,-1824.697,0.274,0.137,-2.346,-1.666,0.0,0.0,-0.05,0.0,0.867,0,1.369,0.384,3.0,0.4
4,2000,-2060.324,0.0,0.123,-2.576,-1.819,0.0,0.0,-0.05,0.0,0.836,0,1.469,0.415,3.0,0.152
4,2100,-2093.405,0.115,0.124,-1.768,-1.242,0.0,0.0,-0.05,0.0,0.952,1,2.356,0.299,-1.0,0.152
4,2200,-2246.611,-0.003,0.134,-1.464,-1.035,0.0,0.0,-0.05,0.0,0.993,1,2.409,0.256,3.0,0.75
4,2300,-2377.217,0.082,0.146,-1.254,-0.893,0.0,0.0,-0.05,0.0,1.021,1,2.468,0.229,3.0,0.6
4,2400,-2489.308,0.0,0.157,-1.157,-0.831,0.0,0.0,-0.05,0.0,1.034,1,2.541,0.216,3.0,0.75
4,2500,-2598.099,0.0,0.146,-1.183,-0.842,0.0,0.0,-0.05,0.0,1.032,1,2.611,0.218,-1.0,0.4
4,2600,-2715.739,0.127,0.135,-1.433,-1.011,0.0,0.0,-0.05,0.0,0.998,1,2.748,0.253,3.0,0.532
4,2700,-2863.922,0.005,0.13,-1.622,-1.143,0.0,0.0,-0.05,0.0,0.971,1,2.798,0.279,-1.0,0.332
4,2800,-3033.201,0.145,0.137,-1.945,-1.379,0.0,0.0,-0.05,0.0,0.924,1,2.895,0.327,3.0,-0.368
4,2900,-3226.057,0.405,0.154,-2.069,-1.481,0.0,0.0,-0.05,0.0,0.904,1,3.006,0.346,3.0,-0.319
4,3000,-3414.942,0.0,0.15,-2.021,-1.443,0.0,0.0,-0.05,0.0,0.911,1,3.142,0.339,3.0,0.381
4,3100,-3605.387,0.183,0.151,-2.071,-1.48,0.0,0.0,-0.05,0.0,0.904,1,3.292,0.346,3.0,-0.019
4,3200,-3798.672,0.076,0.146,-2.15,-1.533,0.0,0.0,-0.05,0.0,0.893,1,3.476,0.357,3.0,0.581
4,3300,-4011.827,0.073,0.133,-2.316,-1.641,0.0,0.0,-0.05,0.0,0.872,1,3.565,0.379,-1.0,0.381
4,3400,-4250.252,0.033,0.127,-2.682,-1.899,0.0,0.0,-0.05,0.0,0.82,1,3.679,0.43,3.0,0.381
4,3500,-4522.562,0.132,0.129,-2.851,-2.023,0.0,0.0,-0.05,0.0,0.795,1,3.723,0.454,3.0,-0.581
4,3600,-4808.662,0.075,0.144,-3.024,-2.155,0.0,0.0,-0.05,0.0,0.769,1,3.824,0.481,3.0,-0.181
4,3700,-5097.714,0.0,0.141,-3.111,-2.216,0.0,0.0,-0.05,0.0,0.757,1,4.006,0.493,3.0,0.219
4,3800,-5409.35,0.009,0.127,-3.406,-2.417,0.0,0.0,-0.05,0.0,0.717,1,4.136,0.533,-1.0,0.419
4,3900,-5763.971,0.0,0.127,-3.999,-2.588,-0.352,0.0,-0.05,0.0,0.682,1,4.211,0.568,3.0,-0.081
4,4000,-6198.892,0.107,0.135,-4.792,-2.736,-0.945,0.0,-0.05,0.0,0.653,1,4.296,0.598,3.0,-0.5
4,4100,-6602.237,-0.001,0.069,-0.008,0.0,0.0,0.0,-0.05,0.0,1.236,1,4.888,-0.014,1.048,-0.15
4,4200,-6603.649,0.009,0.069,-0.012,0.0,0.0,0.0,-0.05,0.0,1.234,1,4.889,-0.015,3.0,-0.734
4,4300,-6604.675,0.005,0.067,-0.028,0.0,0.0,0.0,-0.05,0.0,1.228,1,4.894,-0.022,-1.0,-0.75
4,4400,-6607.234,0.011,0.066,-0.038,0.0,0.0,0.0,-0.05,0.0,1.223,1,4.9,-0.027,-1.0,-0.55
4,4500,-6609.603,0.006,0.066,-0.036,0.0,0.0,0.0,-0.05,0.0,1.225,1,4.904,-0.026,-0.029,-0.4
4,4600,-6613.788,0.0,0.064,-0.048,0.0,0.0,0.0,-0.05,0.0,1.219,1,4.907,-0.031,2.676,-0.433
4,4700,-6619.729,0.006,0.062,-0.066,0.0,0.0,0.0,-0.05,0.0,1.211,1,4.907,-0.039,-1.0,-0.269
4,4800,-6630.141,-0.04,0.062,-0.19,-0.067,0.0,0.0,-0.05,0.0,1.187,1,4.897,-0.067,3.0,0.131
4,4900,-6668.569,0.0,0.058,-0.509,-0.296,0.0,0.0,-0.05,0.0,1.141,1,4.882,-0.11,3.0,-0.217
4,5000,-6732.989,-0.005,0.056,-0.706,-0.437,0.0,0.0,-0.05,0.0,1.113,1,4.872,-0.138,-1.0,-0.221
4,5100,-6804.542,0.01,0.056,-0.705,-0.436,0.0,0.0,-0.05,0.0,1.113,1,4.873,-0.137,0.174,-0.539
4,5200,-6884.175,-0.104,0.052,-0.838,-0.523,0.0,0.0,-0.05,0.0,1.095,1,4.865,-0.158,3.0,-0.4
4,5300,-6976.556,0.025,0.047,-0.984,-0.629,0.0,0.0,-0.05,0.0,1.074,1,4.857,-0.176,-1.0,-0.5
4,5400,-7083.017,0.011,0.043,-1.105,-0.713,0.0,0.0,-0.05,0.0,1.057,1,4.846,-0.193,-0.554,-0.7
4,5500,-7204.747,0.0,0.039,-1.263,-0.818,0.0,0.0,-0.05,0.0,1.036,1,4.825,-0.217,-0.941,-0.4
4,5600,-7341.036,-0.034,0.034,-1.424,-0.934,0.0,0.0,-0.05,0.0,1.013,1,4.813,-0.237,3.0,-0.4
4,5700,-7494.756,0.0,0.029,-1.596,-1.055,0.0,0.0,-0.05,0.0,0.989,1,4.79,-0.26,-1.0,-0.453
4,5800,-7663.065,-0.052,0.025,-1.727,-1.144,0.0,0.0,-0.05,0.0,0.971,1,4.767,-0.279,0.181,-0.454
4,5900,-7853.125,0.0,0.015,-1.971,-1.311,0.0,0.0,-0.05,0.0,0.938,1,4.716,-0.313,-1.0,-0.466
