episode,step,x,y,yaw_deg,speed_mps,steer_rad,min_lidar_m,closest_sector_deg,wp_index,wall_time_s
0,41,-2.889,2.395,82.0,2.728,0.35,0.12,300,0,2.2
1,4269,2.623,0.871,46.4,3.0,0.626,0.379,210,1,28.9
3,2027,2.801,0.889,33.5,-1.0,0.0,0.363,225,0,90.1
5,6336,6.383,1.035,97.5,-1.0,0.6,0.214,165,2,182.7
6,2048,2.697,0.924,57.5,3.0,0.15,0.326,210,1,196.0
7,41,1.461,0.762,-117.9,3.0,0.292,0.162,315,0,196.3
