episode,total_reward,steps,max_wp_reached,wp_total,end_reason,end_x,end_y,wall_time_s
1,-1744.611,41,0,7,collision,-2.889,2.395,2.2
2,-22791.33,4269,1,7,collision,2.623,0.871,28.9
3,-16565.312,8000,1,7,timeout,2.903,0.046,77.6
4,-3116.761,2027,1,7,collision,2.803,0.891,90.1
5,-9754.25,8000,1,7,timeout,4.27,-0.16,139.0
6,-26688.976,6336,2,7,collision,6.383,1.035,182.7
7,-2552.502,2048,1,7,collision,2.697,0.924,196.0
8,-986.548,41,0,7,collision,1.461,0.762,196.3
