episode,step,x,y,yaw_deg,speed_mps,steer_rad,min_lidar_m,closest_sector_deg,wp_index,wall_time_s
2,9,-3.014,-0.081,-150.1,-1.0,-0.15,3.643,300,0,96.2
8,41,5.76,-0.991,113.5,-1.0,-0.7,0.121,120,1,303.4
11,41,2.517,-1.447,34.3,-1.0,0.15,0.12,300,0,391.7
