episode,step,x,y,yaw_deg,speed_mps,steer_rad,min_lidar_m,closest_sector_deg,wp_index,wall_time_s
0,7535,2.192,0.87,-107.0,-0.834,-0.154,0.38,15,1,45.6
2,6994,1.44,1.011,-66.4,-1.0,-0.087,0.239,330,0,133.2
3,41,10.049,7.03,-63.6,-1.0,-0.152,0.123,300,0,133.6
