episode,total_reward,steps,max_wp_reached,wp_total,end_reason,end_x,end_y,wall_time_s
1,-17559.83,7535,1,7,collision,2.192,0.87,45.6
2,-2878.269,8000,0,7,timeout,0.002,-0.236,92.0
3,-9329.359,6994,0,7,collision,1.44,1.011,133.2
4,-557.985,41,0,7,collision,10.049,7.03,133.6
5,-12069.552,8000,0,7,timeout,1.254,0.804,182.2
