episode,step,total_reward,r_progress,r_heading,r_lane,r_wall_soft,r_wall_danger,r_speed_wall,r_time_penalty,r_checkpoint,min_lidar_m,wp_index,x,y,speed_mps,steer_rad
0,100,19.834,0.135,0.144,0.086,0.0,0.0,0.0,-0.05,0.0,1.244,0,0.101,0.008,-1.0,0.35
0,200,30.757,0.147,0.14,0.075,0.0,0.0,0.0,-0.05,0.0,1.236,0,0.129,0.015,-1.0,0.665
0,300,38.504,0.047,0.139,0.076,0.0,0.0,0.0,-0.05,0.0,1.237,0,0.131,0.013,-1.0,0.271
0,400,45.891,-0.012,0.14,0.077,0.0,0.0,0.0,-0.05,0.0,1.238,0,0.128,0.012,-1.0,0.128
0,500,52.935,-0.003,0.14,0.083,0.0,0.0,0.0,-0.05,0.0,1.242,0,0.118,0.008,-1.0,0.471
0,600,61.373,0.032,0.141,0.085,0.0,0.0,0.0,-0.05,0.0,1.244,0,0.118,0.007,-1.0,0.025
0,700,70.157,0.0,0.141,0.085,0.0,0.0,0.0,-0.05,0.0,1.244,0,0.12,0.005,-0.09,0.75
0,800,78.471,-0.012,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.246,0,0.117,0.004,-1.0,0.21
0,900,87.567,-0.029,0.141,0.084,0.0,0.0,0.0,-0.05,0.0,1.243,0,0.123,0.007,-1.0,0.27
0,1000,96.204,0.001,0.14,0.084,0.0,0.0,0.0,-0.05,0.0,1.243,0,0.125,0.007,-1.0,0.431
0,1100,104.589,-0.001,0.14,0.083,0.0,0.0,0.0,-0.05,0.0,1.243,0,0.125,0.007,1.69,0.037
0,1200,112.874,0.0,0.141,0.083,0.0,0.0,0.0,-0.05,0.0,1.242,0,0.125,0.008,-1.0,0.315
0,1300,120.84,-0.045,0.142,0.088,0.0,0.0,0.0,-0.05,0.0,1.246,0,0.119,0.004,3.0,0.432
0,1400,130.602,-0.033,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.13,0.005,2.398,0.274
0,1500,140.064,0.059,0.139,0.082,0.0,0.0,0.0,-0.05,0.0,1.243,0,0.139,0.007,-1.0,0.304
0,1600,148.252,0.0,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.246,0,0.135,0.004,-1.0,0.288
0,1700,156.745,-0.002,0.141,0.089,0.0,0.0,0.0,-0.05,0.0,1.248,0,0.133,0.002,3.0,0.012
0,1800,165.497,0.054,0.141,0.09,0.0,0.0,0.0,-0.05,0.0,1.249,0,0.132,0.001,2.38,0.323
0,1900,175.226,-0.065,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.143,0.005,-1.0,0.345
0,2000,182.994,-0.058,0.142,0.092,0.0,0.0,0.0,-0.05,0.0,1.25,0,0.131,-0.0,2.272,0.607
0,2100,46.152,0.114,0.035,-2.914,-2.375,0.0,0.0,-0.05,0.0,0.725,0,0.353,0.524,-1.0,-0.333
0,2200,-224.465,0.05,0.03,-2.647,-2.148,0.0,0.0,-0.05,0.0,0.77,0,0.39,0.479,-1.0,-0.643
0,2300,-479.027,0.006,0.026,-2.51,-2.031,0.0,0.0,-0.05,0.0,0.794,0,0.413,0.456,-1.0,-0.327
0,2400,-708.661,0.078,0.023,-2.203,-1.773,0.0,0.0,-0.05,0.0,0.845,0,0.479,0.404,-1.0,-0.199
0,2500,-910.757,0.0,0.02,-1.996,-1.597,0.0,0.0,-0.05,0.0,0.881,0,0.527,0.369,-1.0,-0.246
0,2600,-1102.706,0.0,0.017,-1.875,-1.494,0.0,0.0,-0.05,0.0,0.901,0,0.563,0.347,-1.0,-0.045
0,2700,-1270.239,0.096,0.014,-1.659,-1.312,0.0,0.0,-0.05,0.0,0.938,0,0.635,0.311,-1.0,-0.045
0,2800,-1419.446,0.086,0.011,-1.492,-1.17,0.0,0.0,-0.05,0.0,0.966,0,0.699,0.284,-1.0,-0.272
0,2900,-1559.481,0.044,0.008,-1.41,-1.099,0.0,0.0,-0.05,0.0,0.98,0,0.738,0.27,-1.0,-0.504
0,3000,-1693.432,0.0,0.003,-1.349,-1.044,0.0,0.0,-0.05,0.0,0.991,0,0.775,0.259,0.556,-0.529
0,3100,-1819.937,0.0,0.004,-1.287,-0.992,0.0,0.0,-0.05,0.0,1.002,0,0.831,0.249,-1.0,0.005
0,3200,-1944.345,0.0,0.001,-1.257,-0.965,0.0,0.0,-0.05,0.0,1.007,0,0.863,0.243,-0.579,-0.105
0,3300,-2068.236,0.012,0.001,-1.246,-0.956,0.0,0.0,-0.05,0.0,1.009,0,0.875,0.241,-1.0,-0.081
0,3400,-2187.417,0.05,0.0,-1.216,-0.93,0.0,0.0,-0.05,0.0,1.014,0,0.915,0.236,0.311,-0.108
0,3500,-2302.364,0.0,0.002,-1.184,-0.905,0.0,0.0,-0.05,0.0,1.019,0,0.964,0.231,-1.0,-0.003
0,3600,-2413.977,0.032,0.005,-1.161,-0.888,0.0,0.0,-0.05,0.0,1.022,0,1.018,0.228,-1.0,-0.48
0,3700,-2525.562,0.088,0.008,-1.157,-0.887,0.0,0.0,-0.05,0.0,1.023,0,1.058,0.227,-1.0,-0.216
0,3800,-2636.318,-0.001,0.01,-1.173,-0.902,0.0,0.0,-0.05,0.0,1.02,0,1.117,0.23,-1.0,-0.337
0,3900,-2750.56,0.189,0.012,-1.188,-0.917,0.0,0.0,-0.05,0.0,1.017,0,1.154,0.234,-0.397,-0.11
0,4000,-2867.886,-0.056,0.013,-1.213,-0.938,0.0,0.0,-0.05,0.0,1.012,0,1.184,0.238,-1.0,-0.174
0,4100,-2987.697,0.032,0.014,-1.239,-0.96,0.0,0.0,-0.05,0.0,1.008,0,1.22,0.242,-1.0,-0.168
0,4200,-3107.627,0.079,0.016,-1.301,-1.014,0.0,0.0,-0.05,0.0,0.997,0,1.287,0.253,-0.798,-0.235
0,4300,-3236.213,0.002,0.018,-1.359,-1.064,0.0,0.0,-0.05,0.0,0.987,0,1.339,0.263,-1.0,-0.417
0,4400,-3371.515,0.076,0.019,-1.371,-1.074,0.0,0.0,-0.05,0.0,0.985,0,1.348,0.265,-1.0,0.042
0,4500,-3506.868,0.052,0.023,-1.447,-1.141,0.0,0.0,-0.05,0.0,0.972,0,1.402,0.278,-1.0,-0.236
0,4600,-3652.549,0.007,0.023,-1.536,-1.215,0.0,0.0,-0.05,0.0,0.957,0,1.453,0.293,-1.0,-0.096
0,4700,-3806.323,0.011,0.024,-1.615,-1.283,0.0,0.0,-0.05,0.0,0.943,0,1.501,0.307,-1.0,-0.096
0,4800,-3968.262,-0.003,0.025,-1.634,-1.299,0.0,0.0,-0.05,0.0,0.94,0,1.51,0.31,-1.0,-0.323
0,4900,-4132.975,0.005,0.028,-1.745,-1.394,0.0,0.0,-0.05,0.0,0.921,0,1.568,0.329,-1.0,-0.362
0,5000,-4307.155,0.094,0.029,-1.783,-1.426,0.0,0.0,-0.05,0.0,0.915,0,1.587,0.336,-1.0,-0.117
0,5100,-4484.925,0.083,0.03,-1.867,-1.496,0.0,0.0,-0.05,0.0,0.901,0,1.628,0.351,-1.0,0.046
0,5200,-4672.88,0.064,0.031,-1.939,-1.557,0.0,0.0,-0.05,0.0,0.889,0,1.66,0.362,-1.0,-0.249
0,5300,-4867.85,0.001,0.034,-2.002,-1.613,0.0,0.0,-0.05,0.0,0.877,0,1.687,0.373,-1.0,0.112
0,5400,-5069.316,0.019,0.036,-2.051,-1.656,0.0,0.0,-0.05,0.0,0.869,0,1.706,0.382,-1.0,0.007
0,5500,-5276.571,0.0,0.04,-2.18,-1.766,0.0,0.0,-0.05,0.0,0.847,0,1.749,0.403,-1.0,0.007
0,5600,-5494.807,0.005,0.04,-2.202,-1.785,0.0,0.0,-0.05,0.0,0.843,0,1.756,0.407,-1.0,-0.099
0,5700,-5715.788,0.007,0.044,-2.289,-1.86,0.0,0.0,-0.05,0.0,0.828,0,1.783,0.422,-1.0,0.291
0,5800,-5946.138,0.026,0.042,-2.361,-1.919,0.0,0.0,-0.05,0.0,0.816,0,1.801,0.434,-1.0,0.077
0,5900,-6182.115,0.05,0.045,-2.425,-1.974,0.0,0.0,-0.05,0.0,0.805,0,1.823,0.446,-1.0,-0.363
0,6000,-6430.132,0.0,0.047,-2.628,-2.145,0.0,0.0,-0.05,0.0,0.771,0,1.876,0.48,-1.0,0.117
0,6100,-6698.649,-0.0,0.047,-2.719,-2.221,0.0,0.0,-0.05,0.0,0.756,0,1.9,0.494,-1.0,0.117
0,6200,-6896.017,0.037,0.038,-3.454,-2.575,-0.301,0.0,-0.05,0.0,0.685,1,2.013,0.565,-1.0,-0.44
0,6300,-7266.347,0.043,0.043,-3.989,-2.679,-0.716,0.0,-0.05,0.0,0.664,1,2.043,0.587,-1.0,-0.36
0,6400,-7689.319,0.0,0.048,-4.481,-2.775,-1.099,0.0,-0.05,0.0,0.645,1,2.065,0.606,-1.0,-0.437
0,6500,-8167.512,0.019,0.053,-5.078,-2.891,-1.563,0.0,-0.05,0.0,0.622,1,2.086,0.628,-1.0,-0.5
0,6600,-8701.8,0.008,0.058,-5.674,-3.006,-2.025,0.0,-0.05,0.0,0.599,1,2.104,0.651,-0.31,-0.65
0,6700,-9291.603,0.018,0.062,-6.189,-3.106,-2.424,0.0,-0.05,0.0,0.579,1,2.117,0.672,-1.0,-0.394
0,6800,-9943.4,0.004,0.066,-6.783,-3.221,-2.884,0.0,-0.05,0.0,0.556,1,2.129,0.694,-0.726,-0.268
0,6900,-10666.88,0.02,0.068,-7.537,-3.366,-3.462,0.0,-0.05,0.0,0.527,1,2.141,0.726,-1.0,-0.088
0,7000,-11508.45,0.02,0.068,-28.31,-3.515,-4.059,-20.0,-0.05,0.0,0.497,1,2.152,0.755,3.0,0.112
0,7100,-12424.101,0.001,0.068,-8.462,-3.544,-4.177,0.0,-0.05,0.0,0.491,1,2.154,0.759,-0.005,-0.03
0,7200,-13342.011,0.024,0.068,-8.716,-3.593,-4.371,0.0,-0.05,0.0,0.481,1,2.158,0.77,-1.0,0.081
0,7300,-14369.868,-0.004,0.071,-10.137,-3.869,-5.475,0.0,-0.05,0.0,0.426,1,2.178,0.824,-1.0,-0.202
0,7400,-15656.909,0.001,0.072,-20.001,-3.93,-5.721,-9.535,-0.05,0.0,0.414,1,2.182,0.836,1.692,0.154
0,7500,-16901.057,0.006,0.072,-11.172,-4.066,-6.264,0.0,-0.05,0.0,0.387,1,2.19,0.864,-1.0,-0.143
1,100,19.165,0.0,0.144,0.087,0.0,0.0,0.0,-0.05,0.0,1.242,0,0.095,0.008,-1.0,0.605
1,200,28.126,-0.022,0.144,0.088,0.0,0.0,0.0,-0.05,0.0,1.244,0,0.098,0.006,3.0,0.749
1,300,37.147,-0.019,0.143,0.09,0.0,0.0,0.0,-0.05,0.0,1.247,0,0.099,0.003,-1.0,0.7
1,400,45.773,-0.023,0.143,0.093,0.0,0.0,0.0,-0.05,0.0,1.249,0,0.094,0.001,-1.0,0.745
1,500,54.798,0.0,0.143,0.091,0.0,0.0,0.0,-0.05,0.0,1.248,0,0.092,-0.002,1.435,0.356
1,600,64.986,0.039,0.143,0.092,0.0,0.0,0.0,-0.05,0.0,1.25,0,0.102,0.0,3.0,0.335
1,700,71.908,0.018,0.149,0.089,0.0,0.0,0.0,-0.05,0.0,1.24,0,0.082,-0.009,3.0,0.464
1,800,85.482,-0.04,0.143,0.093,0.0,0.0,0.0,-0.05,0.0,1.25,0,0.125,-0.0,-1.0,0.541
1,900,95.017,-0.013,0.144,0.092,0.0,0.0,0.0,-0.05,0.0,1.249,0,0.128,-0.002,-1.0,0.61
1,1000,104.227,-0.03,0.143,0.088,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.13,-0.005,3.0,0.65
1,1100,113.005,-0.016,0.143,0.086,0.0,0.0,0.0,-0.05,0.0,1.243,0,0.131,-0.008,3.0,0.75
1,1200,121.911,0.027,0.142,0.084,0.0,0.0,0.0,-0.05,0.0,1.242,0,0.136,-0.008,3.0,0.301
1,1300,129.342,-0.003,0.143,0.08,0.0,0.0,0.0,-0.05,0.0,1.237,0,0.127,-0.013,-1.0,0.324
1,1400,136.625,-0.009,0.143,0.077,0.0,0.0,0.0,-0.05,0.0,1.233,0,0.122,-0.017,3.0,0.671
1,1500,144.244,0.009,0.143,0.075,0.0,0.0,0.0,-0.05,0.0,1.232,0,0.123,-0.018,-1.0,0.75
1,1600,151.302,-0.035,0.144,0.071,0.0,0.0,0.0,-0.05,0.0,1.227,0,0.12,-0.023,3.0,0.572
1,1700,158.934,-0.009,0.142,0.068,0.0,0.0,0.0,-0.05,0.0,1.226,0,0.127,-0.024,-0.806,0.55
1,1800,165.168,-0.001,0.143,0.066,0.0,0.0,0.0,-0.05,0.0,1.223,0,0.123,-0.027,1.678,0.75
1,1900,171.163,0.0,0.143,0.061,0.0,0.0,0.0,-0.05,0.0,1.218,0,0.12,-0.032,2.551,0.65
1,2000,176.763,0.041,0.143,0.057,0.0,0.0,0.0,-0.05,0.0,1.213,0,0.117,-0.037,-1.0,0.453
1,2100,182.294,0.0,0.143,0.053,0.0,0.0,0.0,-0.05,0.0,1.21,0,0.117,-0.04,-1.0,0.478
1,2200,186.392,-0.0,0.145,0.049,0.0,0.0,0.0,-0.05,0.0,1.205,0,0.107,-0.045,0.314,0.468
1,2300,192.498,0.061,0.143,0.049,0.0,0.0,0.0,-0.05,0.0,1.206,0,0.119,-0.044,-1.0,0.6
1,2400,197.556,-0.015,0.143,0.047,0.0,0.0,0.0,-0.05,0.0,1.204,0,0.122,-0.046,1.915,0.519
1,2500,201.817,0.018,0.143,0.045,0.0,0.0,0.0,-0.05,0.0,1.202,0,0.118,-0.048,-1.0,0.305
1,2600,206.09,-0.012,0.143,0.037,-0.005,0.0,0.0,-0.05,0.0,1.199,0,0.119,-0.051,-1.0,0.455
1,2700,208.941,-0.003,0.143,0.025,-0.015,0.0,0.0,-0.05,0.0,1.197,0,0.119,-0.053,-1.0,0.365
1,2800,195.404,0.005,0.146,-0.091,-0.114,0.0,0.0,-0.05,0.0,1.177,0,0.069,-0.073,3.0,0.65
1,2900,188.795,-0.043,0.143,-0.082,-0.104,0.0,0.0,-0.05,0.0,1.179,0,0.083,-0.071,-1.0,0.6
1,3000,178.865,-0.026,0.144,-0.108,-0.126,0.0,0.0,-0.05,0.0,1.175,0,0.079,-0.076,-1.0,0.663
1,3100,167.089,0.007,0.143,-0.126,-0.141,0.0,0.0,-0.05,0.0,1.172,0,0.079,-0.078,3.0,0.75
1,3200,152.774,-0.025,0.144,-0.153,-0.164,0.0,0.0,-0.05,0.0,1.167,0,0.075,-0.083,-1.0,0.654
1,3300,135.711,0.005,0.143,-0.186,-0.191,0.0,0.0,-0.05,0.0,1.162,0,0.077,-0.088,-0.543,0.6
1,3400,114.121,-0.029,0.144,-0.224,-0.223,0.0,0.0,-0.05,0.0,1.155,0,0.071,-0.095,-0.115,0.362
1,3500,92.068,-0.027,0.143,-0.232,-0.229,0.0,0.0,-0.05,0.0,1.154,0,0.074,-0.096,-1.0,0.665
1,3600,66.864,0.009,0.143,-0.258,-0.251,0.0,0.0,-0.05,0.0,1.15,0,0.07,-0.1,-1.0,0.745
1,3700,40.494,0.004,0.143,-0.269,-0.26,0.0,0.0,-0.05,0.0,1.148,0,0.071,-0.102,-1.0,0.7
