episode,step,x,y,yaw_deg,speed_mps,steer_rad,min_lidar_m,closest_sector_deg,wp_index,wall_time_s
2,6209,3.889,-0.87,139.1,-1.0,-0.196,0.38,300,1,129.0
3,3335,0.514,0.87,-70.3,0.665,0.027,0.38,330,0,148.4
4,5476,3.823,-0.872,133.6,-1.0,0.054,0.378,315,1,179.8
5,41,-0.862,6.012,150.2,-1.0,-0.175,0.121,120,0,180.1
7,6097,2.957,0.872,-70.6,-1.0,-0.204,0.378,330,1,262.0
11,7345,1.838,-0.883,130.9,-1.0,0.245,0.367,315,0,404.0
12,3778,1.309,0.87,-71.2,-1.0,0.411,0.38,330,0,423.7
