episode,step,total_reward,r_progress,r_heading,r_lane,r_wall_soft,r_wall_danger,r_speed_wall,r_time_penalty,r_checkpoint,min_lidar_m,wp_index,x,y,speed_mps,steer_rad
0,100,25.151,0.207,0.141,0.033,0.0,0.0,0.0,-0.05,0.0,1.222,0,0.176,0.029,3.0,0.225
0,200,31.455,0.015,0.139,-0.057,-0.033,0.0,0.0,-0.05,0.0,1.193,0,0.251,0.057,-1.0,-0.475
0,300,25.431,-0.0,0.139,-0.201,-0.135,0.0,0.0,-0.05,0.0,1.173,0,0.318,0.077,3.0,0.322
0,400,3.529,0.067,0.142,-0.339,-0.237,0.0,0.0,-0.05,0.0,1.153,0,0.371,0.097,3.0,-0.441
0,500,-27.467,-0.02,0.139,-0.572,-0.401,0.0,0.0,-0.05,0.0,1.12,0,0.513,0.13,-1.0,0.065
0,600,-81.987,0.154,0.143,-0.751,-0.531,0.0,0.0,-0.05,0.0,1.094,0,0.617,0.156,3.0,-0.048
0,700,-156.325,0.031,0.14,-0.942,-0.666,0.0,0.0,-0.05,0.0,1.067,0,0.734,0.183,-0.097,0.11
0,800,-246.552,0.221,0.142,-1.137,-0.805,0.0,0.0,-0.05,0.0,1.039,0,0.858,0.212,1.923,-0.021
0,900,-355.956,0.024,0.141,-1.379,-0.978,0.0,0.0,-0.05,0.0,1.004,0,1.039,0.246,3.0,0.273
0,1000,-489.768,0.194,0.141,-1.526,-1.083,0.0,0.0,-0.05,0.0,0.983,0,1.144,0.267,3.0,-0.0
0,1100,-638.708,0.38,0.14,-1.723,-1.223,0.0,0.0,-0.05,0.0,0.955,0,1.284,0.295,3.0,-0.177
0,1200,-802.06,0.0,0.142,-1.933,-1.374,0.0,0.0,-0.05,0.0,0.925,0,1.497,0.325,2.619,-0.154
0,1300,-986.594,0.066,0.135,-2.064,-1.463,0.0,0.0,-0.05,0.0,0.907,0,1.657,0.343,-0.792,-0.209
0,1400,-1183.527,0.575,0.144,-2.148,-1.53,0.0,0.0,-0.05,0.0,0.894,0,1.818,0.356,3.0,0.059
0,1500,-1286.885,0.103,0.141,-2.187,-1.554,0.0,0.0,-0.05,0.0,0.889,1,1.937,0.362,0.62,0.7
0,1600,-1504.635,0.0,0.138,-2.285,-1.623,0.0,0.0,-0.05,0.0,0.875,1,1.988,0.375,0.422,0.231
