episode,total_reward,steps,max_wp_reached,wp_total,end_reason,end_x,end_y,wall_time_s
1,-1018.129,41,0,7,collision,1.959,-1.031,2.3
2,723.242,8000,0,7,timeout,0.351,0.003,46.4
3,-7162.932,8000,1,7,timeout,1.78,0.415,90.3
4,-816.392,8000,0,7,timeout,-0.076,-0.141,137.8
5,521.981,8000,0,7,timeout,0.403,0.072,186.8
