episode,step,total_reward,r_progress,r_heading,r_lane,r_wall_soft,r_wall_danger,r_speed_wall,r_time_penalty,r_checkpoint,min_lidar_m,wp_index,x,y,speed_mps,steer_rad
0,100,23.092,0.484,0.149,0.08,0.0,0.0,0.0,-0.05,0.0,1.241,0,0.133,0.01,3.0,0.041
0,200,43.558,0.143,0.147,0.042,0.0,0.0,0.0,-0.05,0.0,1.222,0,0.275,0.028,-1.0,0.614
0,300,52.105,-0.007,0.135,-0.012,0.0,0.0,0.0,-0.05,0.0,1.201,0,0.342,0.049,3.0,0.2
0,400,44.57,0.057,0.132,-0.321,-0.215,0.0,0.0,-0.05,0.0,1.157,0,0.434,0.094,-1.0,-0.195
0,500,8.595,0.004,0.133,-0.518,-0.357,0.0,0.0,-0.05,0.0,1.129,0,0.492,0.122,3.0,0.05
0,600,-46.929,-0.026,0.141,-0.795,-0.56,0.0,0.0,-0.05,0.0,1.088,0,0.598,0.163,1.041,-0.536
0,700,-120.543,0.251,0.151,-0.923,-0.66,0.0,0.0,-0.05,0.0,1.068,0,0.741,0.182,3.0,-0.136
0,800,-192.378,0.251,0.156,-0.854,-0.615,0.0,0.0,-0.05,0.0,1.077,0,0.925,0.172,3.0,0.272
0,900,-268.229,-0.007,0.141,-0.906,-0.641,0.0,0.0,-0.05,0.0,1.072,0,1.031,0.178,-1.0,0.572
0,1000,-359.118,0.082,0.13,-1.08,-0.757,0.0,0.0,-0.05,0.0,1.049,0,1.108,0.202,-1.0,0.489
0,1100,-469.016,0.012,0.126,-1.238,-0.868,0.0,0.0,-0.05,0.0,1.026,0,1.15,0.224,1.769,-0.211
0,1200,-597.176,-0.015,0.133,-1.444,-1.018,0.0,0.0,-0.05,0.0,0.996,0,1.22,0.254,3.0,0.35
0,1300,-746.016,0.068,0.131,-1.607,-1.134,0.0,0.0,-0.05,0.0,0.973,0,1.279,0.277,3.0,0.224
0,1400,-908.205,0.038,0.13,-1.847,-1.304,0.0,0.0,-0.05,0.0,0.939,0,1.36,0.311,3.0,-0.276
0,1500,-1091.947,0.0,0.139,-1.969,-1.399,0.0,0.0,-0.05,0.0,0.92,0,1.428,0.33,3.0,-0.448
