episode,step,x,y,yaw_deg,speed_mps,steer_rad,min_lidar_m,closest_sector_deg,wp_index,wall_time_s
5,41,-1.253,0.892,-44.8,-1.0,-0.347,0.121,300,0,234.5
6,6384,1.249,0.874,-68.4,-1.0,0.01,0.376,330,0,274.0
9,41,3.504,1.949,92.8,-1.0,-0.7,0.124,120,0,325.9
