episode,total_reward,steps,max_wp_reached,wp_total,end_reason,end_x,end_y,wall_time_s
1,-5712.801,8000,1,7,timeout,1.956,0.213,45.3
2,-792.855,41,0,7,collision,-0.407,1.29,45.6
3,-388.423,1,0,7,oob,-326.099,-188.513,45.9
4,-20469.161,4247,0,7,collision,0.058,1.032,70.8
5,-2986.179,8000,1,7,timeout,1.849,0.052,116.9
6,-864.941,8000,0,7,timeout,0.352,-0.057,166.2
