episode,step,x,y,yaw_deg,speed_mps,steer_rad,min_lidar_m,closest_sector_deg,wp_index,wall_time_s
1,41,-0.407,1.29,-175.1,-1.0,-0.75,0.12,300,0,45.6
2,1,-326.099,-188.513,49.0,-1.0,0.05,10.0,0,0,45.9
3,4247,0.058,1.032,-80.3,1.158,0.131,0.218,345,0,70.8
